,date,maxO3,T6,T9,T12,T15,T18,Ne6,Ne9,Ne12,Ne15,Ne18,Vdir6,Vvit6,Vdir9,Vvit9,Vdir12,Vvit12,Vdir15,Vvit15,Vdir18,Vvit18,Vx,maxO3v,maxO3l
351,1996-09-16,94.2,9.7,16.7,20.9,23.2,20.5,1.0,1.0,0.0,0.0,0.0,110.0,2.0,110.0,6.0,120.0,6.0,130.0,6.0,100.0,4.0,5.1962,89.6,100.0
352,1996-09-17,100.0,9.8,16.1,21.6,23.9,20.9,2.0,1.0,2.0,2.0,0.0,100.0,3.0,100.0,4.0,90.0,6.0,100.0,5.0,100.0,3.0,6.0,94.2,90.4
353,1996-09-18,90.4,10.3,14.5,17.9,20.2,18.8,4.0,1.0,6.0,7.0,8.0,100.0,4.0,110.0,5.0,90.0,5.0,110.0,5.0,90.0,6.0,5.0,100.0,45.6
354,1996-09-19,45.6,10.3,12.0,14.3,13.8,12.1,2.0,5.0,8.0,7.0,8.0,40.0,6.0,50.0,6.0,40.0,6.0,30.0,6.0,300.0,4.0,3.8567,90.4,36.8
355,1996-09-20,36.8,11.1,11.1,12.3,15.3,15.0,8.0,8.0,8.0,6.0,4.0,270.0,3.0,250.0,2.0,150.0,1.0,80.0,3.0,110.0,2.0,0.5,45.6,89.2
356,1996-09-21,89.2,8.6,11.0,17.8,18.0,15.8,5.0,6.0,4.0,5.0,2.0,40.0,2.0,50.0,4.0,70.0,5.0,60.0,6.0,40.0,3.0,4.6985,36.8,72.2
357,1996-09-22,72.2,12.3,14.1,14.0,15.2,13.7,8.0,7.0,7.0,7.0,8.0,340.0,3.0,40.0,4.0,360.0,3.0,20.0,6.0,10.0,3.0,0.0,89.2,66.4
358,1996-09-23,66.4,9.0,12.3,18.0,18.5,16.3,7.0,7.0,7.0,7.0,7.0,310.0,1.0,0.0,0.0,230.0,2.0,270.0,3.0,250.0,2.0,-1.5321,72.2,83.0
359,1996-09-24,83.0,5.4,12.1,19.3,19.3,17.5,6.0,5.0,5.0,8.0,7.0,0.0,0.0,200.0,1.0,200.0,2.0,260.0,1.0,250.0,3.0,-0.684,66.4,78.6
360,1996-09-25,78.6,12.2,13.9,17.5,19.3,16.6,1.0,6.0,7.0,5.0,1.0,220.0,3.0,240.0,2.0,350.0,3.0,350.0,7.0,20.0,3.0,-0.5209,83.0,44.4
361,1996-09-26,44.4,10.5,14.1,17.0,15.1,14.2,8.0,6.0,8.0,8.0,8.0,240.0,2.0,210.0,4.0,220.0,5.0,200.0,5.0,200.0,7.0,-3.2139,78.6,62.8
362,1996-09-27,62.8,12.9,16.6,19.6,19.1,16.3,2.0,7.0,5.0,3.0,1.0,230.0,3.0,260.0,5.0,290.0,6.0,330.0,7.0,330.0,4.0,-5.6382,44.4,64.0
363,1996-09-28,64.0,11.2,12.0,18.8,19.2,16.4,9.0,8.0,6.0,7.0,4.0,240.0,3.0,190.0,2.0,240.0,3.0,240.0,4.0,230.0,4.0,-2.5981,62.8,53.4
364,1996-09-29,53.4,13.6,16.9,20.1,18.4,16.7,3.0,7.0,8.0,8.0,8.0,230.0,3.0,240.0,5.0,230.0,6.0,230.0,6.0,230.0,6.0,-4.5963,64.0,60.0
372,1997-04-07,84.92826880934989,5.3,10.6,15.2,16.9,15.4,1.0,2.0,6.0,3.0,3.0,70.0,4.0,100.0,7.0,80.0,8.0,100.0,8.0,100.0,7.0,7.8785,85.0370588235294,81.8
373,1997-04-08,81.8,4.2,10.5,17.0,19.9,18.6,1.0,2.0,3.0,1.0,1.0,90.0,3.0,100.0,5.0,120.0,4.0,120.0,3.0,110.0,3.0,3.4641,85.0370588235294,99.4
374,1997-04-09,99.4,5.1,13.8,20.7,23.1,21.1,5.0,5.0,5.0,5.0,4.0,0.0,0.0,180.0,1.0,190.0,2.0,230.0,1.0,140.0,1.0,-0.3473,81.8,115.8
375,1997-04-10,115.8,5.2,14.1,21.6,24.2,20.3,1.0,0.0,0.0,0.0,0.0,280.0,1.0,360.0,1.0,60.0,3.0,110.0,3.0,20.0,5.0,2.5981,99.4,127.4
376,1997-04-11,127.4,4.3,14.2,19.8,19.5,15.3,1.0,0.0,0.0,0.0,0.0,300.0,2.0,350.0,2.0,20.0,5.0,340.0,8.0,10.0,6.0,1.7101,115.8,91.6
377,1997-04-12,91.6,4.1,8.5,12.3,13.5,12.0,3.0,5.0,2.0,1.0,0.0,60.0,6.0,80.0,6.0,70.0,5.0,40.0,6.0,40.0,6.0,4.6985,127.4,89.0
378,1997-04-13,89.0,3.1,9.0,12.9,14.8,12.8,0.0,1.0,3.0,1.0,0.0,30.0,3.0,90.0,5.0,60.0,6.0,50.0,6.0,20.0,6.0,5.1962,91.6,90.8
379,1997-04-14,90.8,3.5,12.1,16.3,18.1,14.5,0.0,0.0,0.0,0.0,0.0,320.0,1.0,110.0,4.0,90.0,5.0,60.0,5.0,20.0,6.0,5.0,89.0,96.8
380,1997-04-15,96.8,7.8,11.2,16.5,17.2,14.0,0.0,0.0,0.0,0.0,0.0,70.0,2.0,60.0,5.0,60.0,6.0,40.0,7.0,40.0,8.0,5.1962,90.8,84.0
381,1997-04-16,84.0,4.1,9.5,13.1,16.3,15.1,0.0,0.0,0.0,0.0,0.0,60.0,4.0,90.0,5.0,60.0,6.0,70.0,7.0,90.0,5.0,5.1962,96.8,89.8
382,1997-04-17,89.8,6.2,10.7,14.2,15.7,12.9,0.0,1.0,2.0,2.0,0.0,60.0,5.0,60.0,7.0,70.0,7.0,80.0,7.0,100.0,6.0,6.5778,84.0,108.6
383,1997-04-18,108.6,4.7,12.6,15.8,17.8,16.6,0.0,0.0,0.0,0.0,0.0,30.0,3.0,90.0,6.0,100.0,7.0,70.0,5.0,70.0,5.0,6.8937,89.8,90.0
384,1997-04-19,90.0,5.3,10.7,12.0,13.1,10.6,0.0,1.0,7.0,7.0,8.0,70.0,2.0,70.0,8.0,70.0,5.0,60.0,9.0,50.0,7.0,4.6985,108.6,103.8
385,1997-04-20,103.8,2.8,8.0,10.9,12.6,11.9,0.0,1.0,0.0,0.0,0.0,40.0,4.0,80.0,9.0,70.0,9.0,60.0,8.0,60.0,7.0,8.4572,90.0,97.8
386,1997-04-21,97.8,1.7,9.4,11.8,13.0,10.3,0.0,0.0,0.0,0.0,0.0,40.0,3.0,60.0,3.0,20.0,5.0,10.0,6.0,10.0,7.0,1.7101,103.8,104.2
387,1997-04-22,104.2,0.0,10.0,13.6,14.4,12.6,0.0,1.0,1.0,5.0,6.0,310.0,1.0,60.0,3.0,80.0,1.0,30.0,3.0,30.0,4.0,0.9848,97.8,96.0
388,1997-04-23,96.0,1.7,11.1,15.2,16.4,15.2,1.0,2.0,3.0,4.0,6.0,300.0,1.0,160.0,2.0,300.0,3.0,350.0,2.0,10.0,1.0,-2.5981,104.2,82.6
389,1997-04-24,82.6,3.8,14.6,17.9,18.9,16.5,0.0,1.0,6.0,5.0,5.0,0.0,0.0,180.0,4.0,200.0,5.0,230.0,6.0,250.0,4.0,-1.7101,96.0,62.0
390,1997-04-25,62.0,8.8,12.0,12.6,13.8,14.9,8.0,7.0,8.0,8.0,6.0,200.0,1.0,220.0,5.0,220.0,4.0,240.0,5.0,220.0,4.0,-2.5712,82.6,65.8
391,1997-04-26,65.8,10.8,11.8,16.1,16.8,14.5,7.0,8.0,6.0,7.0,7.0,190.0,3.0,190.0,7.0,240.0,7.0,250.0,7.0,250.0,6.0,-6.0622,62.0,64.4
392,1997-04-27,64.4,10.0,11.8,15.1,17.4,15.9,7.0,7.0,7.0,4.0,7.0,270.0,2.0,330.0,3.0,320.0,6.0,300.0,3.0,260.0,6.0,-3.8567,65.8,61.4
393,1997-04-28,61.4,13.7,15.9,17.0,16.5,15.5,7.0,8.0,8.0,8.0,5.0,260.0,4.0,260.0,5.0,300.0,8.0,290.0,8.0,290.0,6.0,-6.9282,64.4,70.0
394,1997-04-29,70.0,11.2,13.7,15.8,16.7,14.8,7.0,7.0,7.0,6.0,2.0,300.0,4.0,320.0,7.0,330.0,7.0,330.0,7.0,340.0,6.0,-3.5,61.4,86.4
427,1997-06-01,84.92826880934989,13.1,16.8,19.7,20.0,16.9,1.0,1.0,1.0,1.0,6.0,60.0,8.0,80.0,10.0,70.0,9.0,70.0,10.0,30.0,10.0,8.4572,85.0370588235294,76.2
428,1997-06-02,76.2,9.9,15.8,19.4,20.8,19.2,1.0,1.0,3.0,4.0,1.0,10.0,2.0,150.0,1.0,170.0,3.0,150.0,3.0,230.0,5.0,0.5209,85.0370588235294,72.6
429,1997-06-03,72.6,10.2,15.9,19.2,20.7,19.5,1.0,4.0,3.0,4.0,1.0,220.0,2.0,220.0,2.0,220.0,3.0,240.0,5.0,230.0,2.0,-1.9284,76.2,79.2
430,1997-06-04,79.2,10.9,20.3,22.6,24.9,24.4,2.0,7.0,7.0,5.0,5.0,0.0,0.0,110.0,3.0,130.0,3.0,100.0,3.0,70.0,3.0,2.2981,72.6,80.0
431,1997-06-05,80.0,17.7,20.2,21.0,18.5,18.0,6.0,7.0,7.0,6.0,7.0,110.0,3.0,150.0,4.0,140.0,5.0,210.0,9.0,200.0,6.0,3.2139,79.2,73.4
432,1997-06-06,73.4,16.6,20.6,24.7,27.8,25.8,7.0,8.0,6.0,4.0,7.0,160.0,5.0,200.0,6.0,180.0,8.0,200.0,10.0,210.0,7.0,0.0,80.0,55.4
433,1997-06-07,55.4,17.0,18.8,20.1,22.8,21.9,8.0,7.0,7.0,6.0,2.0,180.0,4.0,200.0,6.0,240.0,8.0,220.0,5.0,260.0,4.0,-6.9282,73.4,58.2
434,1997-06-08,58.2,15.6,13.4,18.4,21.4,19.9,2.0,7.0,6.0,3.0,2.0,200.0,5.0,260.0,6.0,260.0,5.0,240.0,7.0,240.0,5.0,-4.924,55.4,70.2
435,1997-06-09,70.2,12.8,15.9,21.2,23.0,23.1,9.0,6.0,7.0,6.0,6.0,170.0,1.0,110.0,2.0,120.0,3.0,100.0,3.0,100.0,4.0,2.5981,58.2,81.6
436,1997-06-10,81.6,18.5,20.3,19.9,23.1,23.5,7.0,8.0,8.0,7.0,8.0,90.0,5.0,120.0,5.0,120.0,5.0,140.0,4.0,170.0,4.0,4.3301,70.2,73.0
437,1997-06-11,73.0,16.2,19.0,17.6,21.7,19.3,8.0,7.0,8.0,6.0,6.0,100.0,2.0,180.0,2.0,220.0,3.0,230.0,7.0,230.0,6.0,-1.9284,81.6,96.0
438,1997-06-12,96.0,15.9,17.5,20.8,21.0,19.6,8.0,7.0,7.0,6.0,6.0,210.0,3.0,220.0,5.0,260.0,5.0,230.0,8.0,230.0,5.0,-4.924,73.0,97.8
439,1997-06-13,97.8,15.9,18.3,17.6,16.9,17.6,7.0,7.0,8.0,8.0,8.0,210.0,3.0,220.0,4.0,240.0,4.0,210.0,4.0,240.0,3.0,-3.4641,96.0,67.6
440,1997-06-14,67.6,13.8,16.4,19.1,17.8,17.2,7.0,7.0,7.0,7.0,6.0,250.0,3.0,280.0,5.0,270.0,4.0,310.0,3.0,10.0,3.0,-4.0,97.8,59.8
441,1997-06-15,59.8,13.0,17.4,19.8,20.9,19.1,6.0,6.0,7.0,5.0,7.0,290.0,1.0,230.0,1.0,190.0,2.0,20.0,2.0,30.0,4.0,-0.3473,67.6,63.8
442,1997-06-16,63.8,14.1,18.8,20.2,14.1,16.0,6.0,6.0,7.0,7.0,7.0,30.0,2.0,40.0,1.0,320.0,3.0,340.0,6.0,340.0,3.0,-1.9284,59.8,68.4
443,1997-06-17,68.4,13.6,16.7,19.1,19.2,20.2,7.0,7.0,7.0,6.0,2.0,360.0,3.0,10.0,4.0,40.0,4.0,20.0,6.0,10.0,4.0,2.5712,63.8,72.8
444,1997-06-18,72.8,9.8,15.5,21.4,19.7,19.1,9.0,1.0,1.0,8.0,6.0,0.0,0.0,230.0,1.0,260.0,1.0,300.0,4.0,230.0,1.0,-0.9848,68.4,62.6
445,1997-06-19,62.6,12.2,15.8,16.4,15.2,15.9,8.0,6.0,8.0,8.0,7.0,210.0,1.0,290.0,4.0,290.0,5.0,260.0,7.0,240.0,6.0,-4.6985,72.8,57.6
446,1997-06-20,57.6,12.4,14.9,14.9,15.8,16.7,7.0,8.0,8.0,8.0,7.0,190.0,4.0,200.0,6.0,220.0,7.0,210.0,8.0,240.0,6.0,-4.4995,62.6,57.4
447,1997-06-21,57.4,13.0,16.7,14.0,16.9,15.0,5.0,7.0,6.0,5.0,7.0,240.0,4.0,230.0,6.0,270.0,5.0,230.0,7.0,260.0,5.0,-5.0,57.6,62.2
448,1997-06-22,62.2,11.4,16.3,15.6,15.2,16.8,2.0,5.0,7.0,7.0,6.0,260.0,4.0,290.0,5.0,300.0,8.0,270.0,3.0,290.0,6.0,-6.9282,57.4,74.4
449,1997-06-23,74.4,12.7,16.5,15.3,17.2,16.1,6.0,8.0,8.0,7.0,7.0,290.0,4.0,290.0,5.0,310.0,8.0,330.0,7.0,340.0,5.0,-6.1284,62.2,70.2
450,1997-06-24,70.2,13.2,15.5,17.7,17.9,17.6,8.0,8.0,8.0,7.0,7.0,280.0,3.0,290.0,3.0,310.0,3.0,330.0,3.0,250.0,2.0,-2.2981,74.4,75.4
456,1997-06-30,84.92826880934989,13.0,14.2,16.0,16.4,13.6,8.0,8.0,8.0,8.0,8.0,290.0,3.0,320.0,3.0,340.0,5.0,320.0,5.0,260.0,1.0,-1.7101,85.0370588235294,51.6
457,1997-07-01,51.6,11.3,12.6,17.6,18.7,16.7,7.0,7.0,7.0,7.0,5.0,250.0,3.0,230.0,2.0,220.0,5.0,230.0,5.0,310.0,2.0,-3.2139,85.0370588235294,61.8
458,1997-07-02,61.8,10.8,13.7,18.5,16.2,15.8,7.0,7.0,5.0,7.0,6.0,290.0,1.0,260.0,1.0,250.0,6.0,240.0,7.0,260.0,5.0,-5.6382,51.6,60.6
459,1997-07-03,60.6,11.7,15.1,14.1,15.8,17.0,5.0,7.0,7.0,7.0,6.0,210.0,4.0,240.0,5.0,240.0,4.0,240.0,5.0,230.0,5.0,-3.4641,61.8,76.4
460,1997-07-04,76.4,11.1,15.5,17.0,15.7,17.4,6.0,5.0,7.0,7.0,1.0,250.0,1.0,280.0,3.0,290.0,5.0,290.0,3.0,340.0,6.0,-4.6985,60.6,92.4
461,1997-07-05,92.4,13.2,16.8,19.6,20.9,19.7,1.0,3.0,5.0,3.0,0.0,320.0,3.0,330.0,5.0,340.0,4.0,350.0,4.0,20.0,6.0,-1.3681,76.4,99.2
462,1997-07-06,99.2,10.8,16.2,21.2,23.2,23.1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,40.0,2.0,330.0,2.0,10.0,3.0,30.0,5.0,-1.0,92.4,87.4
463,1997-07-07,87.4,12.2,19.0,24.8,25.6,23.4,6.0,1.0,3.0,5.0,3.0,10.0,1.0,330.0,1.0,30.0,3.0,50.0,4.0,40.0,6.0,1.5,99.2,96.2
464,1997-07-08,96.2,15.2,23.1,26.0,27.3,26.8,0.0,2.0,2.0,3.0,1.0,0.0,0.0,100.0,4.0,70.0,5.0,80.0,6.0,90.0,5.0,4.6985,87.4,89.4
465,1997-07-09,89.4,17.0,22.7,25.0,26.3,25.6,0.0,0.0,1.0,2.0,2.0,20.0,2.0,60.0,6.0,70.0,6.0,60.0,5.0,70.0,6.0,5.6382,96.2,100.2
466,1997-07-10,100.2,16.3,20.8,23.2,25.1,24.1,5.0,0.0,1.0,1.0,1.0,350.0,2.0,20.0,4.0,340.0,3.0,330.0,4.0,360.0,4.0,-1.0261,89.4,94.6
467,1997-07-11,94.6,14.2,18.2,22.8,19.9,20.3,9.0,2.0,6.0,8.0,5.0,330.0,2.0,350.0,4.0,320.0,2.0,20.0,5.0,40.0,3.0,-1.2856,100.2,71.4
468,1997-07-12,71.4,15.9,20.2,22.6,23.2,22.1,2.0,5.0,3.0,7.0,7.0,270.0,1.0,270.0,2.0,280.0,2.0,260.0,4.0,270.0,4.0,-1.9696,94.6,76.8
469,1997-07-13,76.8,15.8,20.6,24.0,24.9,24.2,5.0,6.0,6.0,7.0,6.0,190.0,2.0,280.0,1.0,270.0,3.0,230.0,3.0,260.0,5.0,-3.0,71.4,67.8
470,1997-07-14,67.8,15.3,17.5,19.8,22.0,19.6,2.0,7.0,6.0,5.0,4.0,320.0,3.0,330.0,3.0,340.0,3.0,30.0,3.0,350.0,5.0,-1.0261,76.8,65.6
471,1997-07-15,65.6,13.1,19.5,23.5,23.7,24.7,1.0,4.0,7.0,7.0,3.0,220.0,2.0,260.0,2.0,240.0,3.0,280.0,2.0,220.0,1.0,-2.5981,67.8,67.4
472,1997-07-16,67.4,16.7,17.3,20.6,20.2,17.8,7.0,8.0,5.0,4.0,8.0,360.0,3.0,30.0,4.0,10.0,4.0,360.0,7.0,10.0,7.0,0.6946,65.6,66.8
473,1997-07-17,66.8,15.7,18.1,19.7,22.0,20.1,8.0,8.0,7.0,6.0,7.0,350.0,4.0,350.0,3.0,310.0,5.0,350.0,8.0,330.0,5.0,-3.8302,67.4,80.2
474,1997-07-18,80.2,14.6,16.8,20.3,20.9,20.1,4.0,7.0,5.0,4.0,0.0,330.0,3.0,350.0,5.0,350.0,5.0,350.0,6.0,350.0,5.0,-0.8682,66.8,99.2
475,1997-07-19,99.2,12.9,19.6,22.8,24.3,23.1,1.0,5.0,4.0,3.0,2.0,300.0,2.0,20.0,3.0,40.0,3.0,30.0,2.0,20.0,6.0,1.9284,80.2,99.0
476,1997-07-20,99.0,12.1,20.7,23.9,25.3,24.4,2.0,3.0,6.0,6.0,5.0,330.0,1.0,60.0,4.0,70.0,4.0,60.0,5.0,50.0,5.0,3.7588,99.2,98.6
477,1997-07-21,98.6,13.9,21.2,24.2,26.2,25.1,3.0,3.0,3.0,3.0,5.0,30.0,2.0,80.0,4.0,70.0,4.0,80.0,6.0,60.0,5.0,3.7588,99.0,109.2
478,1997-07-22,109.2,13.4,23.2,26.3,27.3,25.7,1.0,2.0,4.0,3.0,2.0,310.0,1.0,80.0,3.0,70.0,5.0,80.0,4.0,40.0,4.0,4.6985,98.6,135.6
479,1997-07-23,135.6,14.2,22.2,26.7,27.6,24.5,1.0,4.0,5.0,3.0,1.0,310.0,2.0,360.0,2.0,10.0,3.0,360.0,5.0,360.0,6.0,0.5209,109.2,124.8
480,1997-07-24,124.8,13.2,20.0,24.5,21.8,20.3,7.0,7.0,7.0,8.0,7.0,300.0,2.0,320.0,1.0,250.0,5.0,260.0,5.0,240.0,5.0,-4.6985,135.6,40.2
481,1997-07-25,40.2,15.1,15.1,21.1,22.9,21.8,8.0,8.0,8.0,7.0,7.0,240.0,3.0,190.0,4.0,240.0,5.0,280.0,6.0,280.0,5.0,-4.3301,124.8,39.4
482,1997-07-26,39.4,16.5,19.5,23.0,24.7,23.3,7.0,7.0,7.0,7.0,8.0,170.0,1.0,220.0,4.0,240.0,4.0,260.0,6.0,260.0,5.0,-3.4641,40.2,74.8
483,1997-07-27,74.8,18.2,18.9,23.0,24.5,22.9,7.0,7.0,5.0,3.0,1.0,330.0,1.0,360.0,3.0,320.0,3.0,360.0,5.0,30.0,5.0,-1.9284,39.4,90.2
484,1997-07-28,90.2,13.0,20.2,24.7,27.2,24.0,1.0,2.0,3.0,5.0,6.0,340.0,1.0,50.0,2.0,340.0,2.0,350.0,2.0,40.0,6.0,-0.684,74.8,112.0
485,1997-07-29,112.0,14.5,22.8,28.4,30.0,27.8,5.0,4.0,2.0,6.0,5.0,0.0,0.0,120.0,3.0,160.0,3.0,240.0,4.0,230.0,4.0,1.0261,90.2,77.2
486,1997-07-30,77.2,15.3,19.6,21.8,23.6,20.0,6.0,8.0,6.0,3.0,6.0,210.0,1.0,330.0,5.0,10.0,4.0,350.0,5.0,10.0,6.0,0.6946,112.0,67.0
487,1997-07-31,67.0,12.2,17.7,20.8,23.2,19.9,6.0,7.0,7.0,6.0,7.0,250.0,1.0,300.0,4.0,320.0,4.0,330.0,4.0,20.0,6.0,-2.5712,77.2,74.6
488,1997-08-01,74.6,13.2,18.3,21.5,25.3,23.6,7.0,7.0,2.0,1.0,2.0,290.0,3.0,300.0,3.0,310.0,3.0,310.0,3.0,30.0,6.0,-2.2981,67.0,37.4
489,1997-08-02,37.4,18.2,19.3,21.7,24.0,24.0,8.0,8.0,7.0,8.0,7.0,300.0,1.0,340.0,1.0,30.0,2.0,20.0,2.0,30.0,2.0,1.0,74.6,88.8
490,1997-08-03,88.8,18.3,21.7,27.6,30.1,29.4,7.0,7.0,5.0,6.0,2.0,20.0,2.0,110.0,1.0,110.0,2.0,190.0,3.0,240.0,4.0,1.8794,37.4,71.2
491,1997-08-04,71.2,17.4,22.1,23.2,24.7,23.6,3.0,2.0,7.0,7.0,6.0,0.0,0.0,290.0,2.0,200.0,3.0,180.0,3.0,190.0,2.0,-1.0261,88.8,49.8
492,1997-08-05,49.8,18.4,19.6,23.1,21.3,22.9,8.0,7.0,7.0,7.0,7.0,340.0,3.0,310.0,1.0,260.0,2.0,110.0,1.0,40.0,1.0,-1.9696,71.2,87.4
493,1997-08-06,87.4,16.7,20.2,24.8,26.6,26.2,6.0,2.0,3.0,3.0,4.0,270.0,1.0,310.0,2.0,280.0,2.0,130.0,1.0,250.0,2.0,-1.9696,49.8,82.6
494,1997-08-07,82.6,19.6,23.6,24.1,26.4,24.8,5.0,7.0,8.0,4.0,6.0,100.0,1.0,110.0,2.0,160.0,2.0,70.0,3.0,360.0,5.0,0.684,87.4,114.6
495,1997-08-08,114.6,16.6,19.7,26.8,29.9,27.1,9.0,2.0,1.0,3.0,0.0,10.0,2.0,350.0,3.0,20.0,2.0,50.0,3.0,40.0,5.0,0.684,82.6,121.8
496,1997-08-09,121.8,17.3,24.4,29.1,31.2,29.3,1.0,2.0,5.0,6.0,4.0,360.0,2.0,60.0,1.0,70.0,2.0,50.0,5.0,40.0,5.0,1.8794,114.6,142.8
497,1997-08-10,142.8,17.5,25.1,31.4,22.7,22.5,4.0,6.0,7.0,7.0,7.0,330.0,1.0,50.0,2.0,110.0,5.0,320.0,5.0,60.0,3.0,4.6985,121.8,95.4
498,1997-08-11,95.4,19.5,20.0,21.8,24.3,25.8,8.0,8.0,8.0,6.0,2.0,230.0,2.0,330.0,1.0,310.0,4.0,320.0,3.0,0.0,0.0,-3.0642,142.8,131.8
499,1997-08-12,131.8,16.5,19.0,25.8,29.2,28.7,9.0,3.0,3.0,4.0,2.0,30.0,1.0,340.0,1.0,330.0,1.0,220.0,1.0,50.0,2.0,-0.5,95.4,84.0
500,1997-08-13,84.0,17.4,22.4,25.2,27.5,24.1,3.0,4.0,3.0,1.0,1.0,220.0,1.0,240.0,3.0,290.0,3.0,300.0,4.0,20.0,5.0,-2.8191,131.8,102.6
501,1997-08-14,102.6,15.7,21.4,26.5,27.9,25.0,2.0,5.0,1.0,2.0,7.0,10.0,2.0,70.0,2.0,290.0,1.0,30.0,2.0,30.0,5.0,-0.9397,84.0,134.4
502,1997-08-15,134.4,18.0,23.0,28.5,29.8,28.1,6.0,3.0,7.0,2.0,3.0,30.0,3.0,70.0,3.0,80.0,4.0,90.0,4.0,150.0,4.0,3.9392,102.6,119.4
503,1997-08-16,119.4,18.8,24.4,28.7,30.1,20.2,1.0,4.0,5.0,6.0,5.0,0.0,0.0,140.0,2.0,180.0,1.0,130.0,1.0,170.0,1.0,0.0,134.4,87.6
504,1997-08-17,87.6,17.5,18.3,21.0,22.8,23.3,8.0,8.0,8.0,7.0,1.0,350.0,3.0,330.0,2.0,300.0,1.0,10.0,1.0,30.0,3.0,-0.866,119.4,108.0
505,1997-08-18,108.0,17.1,20.2,25.1,26.7,26.0,5.0,3.0,3.0,5.0,5.0,20.0,2.0,40.0,2.0,40.0,2.0,360.0,2.0,340.0,3.0,1.2856,87.6,114.0
506,1997-08-19,114.0,18.4,22.2,27.0,29.0,21.8,7.0,7.0,7.0,3.0,7.0,0.0,0.0,100.0,1.0,340.0,1.0,310.0,2.0,120.0,6.0,-0.342,108.0,113.8
507,1997-08-20,113.8,19.4,25.3,29.4,31.4,30.2,6.0,3.0,2.0,4.0,2.0,160.0,1.0,180.0,1.0,120.0,1.0,40.0,2.0,250.0,1.0,0.866,114.0,83.0
508,1997-08-21,83.0,17.1,20.9,24.6,27.9,27.2,3.0,4.0,3.0,2.0,4.0,300.0,2.0,340.0,3.0,310.0,2.0,270.0,1.0,360.0,2.0,-1.5321,113.8,122.0
509,1997-08-22,122.0,16.0,21.5,26.2,29.1,27.2,3.0,3.0,2.0,3.0,1.0,320.0,2.0,360.0,1.0,330.0,2.0,300.0,2.0,30.0,5.0,-1.0,83.0,89.8
510,1997-08-23,89.8,19.0,20.7,24.0,28.4,27.9,9.0,7.0,5.0,1.0,1.0,40.0,1.0,270.0,2.0,210.0,4.0,220.0,3.0,240.0,2.0,-2.0,122.0,92.8
511,1997-08-24,92.8,18.5,19.7,26.1,27.2,26.2,8.0,7.0,7.0,7.0,5.0,250.0,1.0,310.0,1.0,230.0,1.0,240.0,1.0,330.0,2.0,-0.766,89.8,61.6
512,1997-08-25,61.6,18.6,19.6,19.4,20.7,20.1,8.0,8.0,7.0,7.0,5.0,10.0,3.0,320.0,3.0,350.0,3.0,340.0,6.0,20.0,4.0,-0.5209,92.8,74.6
513,1997-08-26,74.6,12.1,16.7,20.9,22.0,21.4,7.0,7.0,6.0,7.0,5.0,320.0,1.0,160.0,2.0,170.0,1.0,130.0,3.0,180.0,4.0,0.1736,61.6,55.8
514,1997-08-27,55.8,16.9,17.7,17.5,22.4,20.9,8.0,7.0,7.0,5.0,3.0,190.0,6.0,180.0,5.0,220.0,3.0,230.0,6.0,240.0,4.0,-1.9284,74.6,59.6
515,1997-08-28,59.6,13.3,17.3,16.8,19.0,17.6,3.0,4.0,7.0,5.0,6.0,220.0,4.0,240.0,6.0,250.0,8.0,260.0,9.0,290.0,7.0,-7.5175,55.8,56.4
516,1997-08-29,56.4,13.9,18.1,20.9,20.0,17.4,4.0,6.0,6.0,7.0,7.0,250.0,5.0,260.0,6.0,260.0,7.0,240.0,7.0,200.0,4.0,-6.8937,59.6,44.8
517,1997-08-30,44.8,18.8,19.6,20.3,21.8,20.6,8.0,8.0,8.0,6.0,7.0,240.0,5.0,240.0,5.0,260.0,5.0,250.0,5.0,220.0,4.0,-4.924,56.4,70.6
518,1997-08-31,70.6,17.7,21.3,23.5,23.8,19.9,5.0,5.0,4.0,4.0,3.0,130.0,4.0,190.0,6.0,240.0,7.0,240.0,8.0,240.0,5.0,-6.0622,44.8,62.2
519,1997-09-01,62.2,12.5,15.2,19.6,20.9,19.4,6.0,7.0,7.0,4.0,2.0,0.0,0.0,330.0,3.0,200.0,1.0,360.0,2.0,30.0,3.0,-0.342,70.6,62.6
520,1997-09-02,62.6,10.5,16.8,21.5,22.6,20.6,0.0,1.0,3.0,4.0,1.0,0.0,0.0,180.0,1.0,250.0,4.0,230.0,5.0,240.0,3.0,-3.7588,62.2,65.8
521,1997-09-03,65.8,12.1,18.3,22.6,23.6,20.4,2.0,6.0,6.0,6.0,7.0,170.0,2.0,210.0,5.0,210.0,5.0,220.0,6.0,200.0,4.0,-2.5,62.6,52.0
522,1997-09-04,52.0,17.9,17.0,17.1,18.3,18.5,8.0,8.0,8.0,7.0,6.0,220.0,3.0,20.0,3.0,350.0,5.0,40.0,3.0,30.0,2.0,-0.8682,65.8,57.0
523,1997-09-05,57.0,12.4,16.0,18.6,17.9,17.8,7.0,7.0,7.0,7.0,4.0,10.0,1.0,10.0,1.0,360.0,3.0,350.0,4.0,10.0,2.0,0.0,52.0,69.0
524,1997-09-06,69.0,9.4,16.6,19.4,20.6,18.2,1.0,3.0,4.0,4.0,1.0,220.0,1.0,330.0,3.0,330.0,4.0,350.0,4.0,10.0,4.0,-2.0,57.0,61.0
